ID		      n           mean        sigma       rob_mean    rob_sigma            max            min
204947.WFI.dat       5         21.948        0.262         21.903        0.252         22.359         21.669
204948.WFI.dat       8         23.072        0.397         23.108        0.417         23.785         22.574
204949.WFI.dat      11         21.960        0.140         21.978        0.116         22.190         21.660
204950.WFI.dat       9         21.781        0.122         21.774        0.136         21.932         21.599
204951.WFI.dat      45         22.820        0.135         22.818        0.127         23.139         22.394
204952.WFI.dat       7         24.222        0.403         24.257        0.408         24.851         23.617
204953.WFI.dat      18         21.712        0.165         21.713        0.197         21.997         21.453
204954.WFI.dat      10         23.347        0.180         23.367        0.201         23.536         23.027
204955.WFI.dat      24         24.355        0.208         24.409        0.179         24.678         23.741
204956.WFI.dat       4         24.223        0.363         24.364        0.294         24.474         23.690
204957.WFI.dat      57         24.289        0.172         24.259        0.190         24.703         23.955
204958.WFI.dat       4         24.445        0.070         24.451        0.066         24.511         24.365
204959.WFI.dat       9         21.377        0.111         21.404        0.116         21.515         21.163
204960.WFI.dat       4         24.862        0.278         24.782        0.243         25.253         24.631
204961.WFI.dat       4         22.671        0.159         22.650        0.136         22.884         22.500
204962.WFI.dat      25         21.336        0.309         21.283        0.346         21.931         20.972
204963.WFI.dat       5         23.571        0.360         23.483        0.336         24.163         23.248
204964.WFI.dat      45         23.053        0.165         23.048        0.163         23.379         22.592
204965.WFI.dat       4         23.546        0.524         23.746        0.425         23.916         22.778
204966.WFI.dat       5         23.639        0.173         23.670        0.157         23.834         23.364
204967.WFI.dat      71         22.356        0.119         22.352        0.100         22.727         22.118
204968.WFI.dat       7         25.232        0.430         25.261        0.477         25.890         24.645
204969.WFI.dat       5         23.645        0.307         23.701        0.310         23.950         23.197
204970.WFI.dat       5         24.735        0.508         24.826        0.508         25.291         24.049
204971.WFI.dat      19         23.806        0.487         23.683        0.454         24.853         22.952
